erp_sale_id,erp_vehicle_id,sale_date,sale_price,original_cost,sale_channel,buyer_type,days_on_market,profit_margin,dealer_discount,sales_person,finance_option,erp_last_updated
ERP_SAL011664,ERP_VH011664,2023-02-02,484003,467887,Retail Showroom,Private,51,0.034,0.04,Wanda Ross,Cash,2024-12-14 23:39
ERP_SAL011665,ERP_VH011665,2024-06-18,259970,232432,Online Auction,Private,27,0.118,0.02,Jennifer Cohen,Bank Finance,2024-08-01 07:07
ERP_SAL011666,ERP_VH011666,2024-04-17,328897,397762,Retail Showroom,Dealer,25,-0.173,0.1,James Murphy,Cash,2025-05-02 13:07
ERP_SAL011667,ERP_VH011667,2023-06-14,645865,658586,Dealer Network,Dealer,37,-0.019,0.01,Philip Galloway,In-House Finance,2025-02-24 01:02
ERP_SAL011668,ERP_VH011668,2024-11-15,350479,338887,Dealer Network,Dealer,72,0.034,0.05,Laura Nunez,In-House Finance,2025-05-22 12:06
ERP_SAL011669,ERP_VH011669,2024-09-22,520812,531758,Dealer Network,Private,36,-0.021,0.03,Donald Hernandez,Bank Finance,2024-07-07 03:40
ERP_SAL011670,ERP_VH011670,2024-12-02,467377,398784,Online Auction,Fleet Buyer,52,0.172,0.01,Erica Nguyen,Bank Finance,2025-03-13 03:11
ERP_SAL011671,ERP_VH011671,2024-06-18,832765,750810,Online Auction,Fleet Buyer,42,0.109,0.06,Brittany Schwartz,Bank Finance,2024-09-20 19:32
ERP_SAL011672,ERP_VH011672,2025-02-16,208080,182931,Online Auction,Fleet Buyer,39,0.137,0.06,Bradley Bush,In-House Finance,2025-02-22 09:14
ERP_SAL011673,ERP_VH011673,2025-05-09,587224,643798,Retail Showroom,Private,82,-0.088,0.1,Anthony Smith,Cash,2025-03-07 07:16
ERP_SAL011674,ERP_VH011674,2024-02-22,153608,178057,Dealer Network,Dealer,52,-0.137,0.0,Melissa Hodge,Bank Finance,2025-02-27 16:47
ERP_SAL011675,ERP_VH011675,2025-03-05,299956,329073,Dealer Network,Private,81,-0.088,0.07,Caleb Collins,Bank Finance,2025-05-28 15:01
ERP_SAL011676,ERP_VH011676,2022-07-07,557687,677608,Online Auction,Private,69,-0.177,0.01,Brett Hurst,Bank Finance,2024-07-08 22:01
ERP_SAL011677,ERP_VH011677,2022-09-20,542591,454951,Dealer Network,Fleet Buyer,56,0.193,0.07,Christopher Black,Cash,2024-08-04 20:01
ERP_SAL011678,ERP_VH011678,2024-03-05,660443,581900,Online Auction,Fleet Buyer,35,0.135,0.05,Kayla Morton,Bank Finance,2025-01-24 13:19
ERP_SAL011679,ERP_VH011679,2023-11-10,244716,241562,Retail Showroom,Private,75,0.013,0.0,Sarah Morales,Bank Finance,2025-01-20 14:37
ERP_SAL011680,ERP_VH011680,2025-03-10,825820,760671,Online Auction,Fleet Buyer,61,0.086,0.1,Jessica Bass,Bank Finance,2024-12-23 13:27
ERP_SAL011681,ERP_VH011681,2024-12-16,323505,269845,Dealer Network,Fleet Buyer,48,0.199,0.03,Nicole Chavez,Cash,2024-10-10 21:01
ERP_SAL011682,ERP_VH011682,2023-11-16,475396,449651,Dealer Network,Fleet Buyer,11,0.057,0.09,Jacob Bell,Bank Finance,2025-04-28 10:08
ERP_SAL011683,ERP_VH011683,2023-09-16,434877,405884,Dealer Network,Fleet Buyer,29,0.071,0.04,Richard Nichols,Cash,2025-01-10 23:03
ERP_SAL011684,ERP_VH011684,2023-09-25,664435,566820,Online Auction,Dealer,34,0.172,0.02,Jamie Calhoun,Cash,2025-01-02 09:05
ERP_SAL011685,ERP_VH011685,2023-06-25,308078,257397,Online Auction,Fleet Buyer,30,0.197,0.08,Suzanne Hale,In-House Finance,2024-08-18 19:40
ERP_SAL011686,ERP_VH011686,2023-11-24,429851,528448,Online Auction,Fleet Buyer,82,-0.187,0.1,Samantha Lewis,Bank Finance,2025-02-17 19:05
ERP_SAL011687,ERP_VH011687,2023-10-05,529920,492340,Retail Showroom,Private,7,0.076,0.04,Patricia Thompson,Cash,2024-12-10 04:59
ERP_SAL011688,ERP_VH011688,2023-10-12,213845,237918,Online Auction,Fleet Buyer,27,-0.101,0.05,Janet Martin,Cash,2024-09-26 11:54
ERP_SAL011689,ERP_VH011689,2024-10-18,165176,164995,Online Auction,Fleet Buyer,30,0.001,0.06,Jose Green,Bank Finance,2025-03-09 07:03
ERP_SAL011690,ERP_VH011690,2023-09-04,159221,169626,Online Auction,Private,78,-0.061,0.02,Mallory Carroll,Bank Finance,2025-01-28 09:47
ERP_SAL011691,ERP_VH011691,2025-01-28,246766,286336,Online Auction,Private,66,-0.138,0.06,Douglas Ware,Bank Finance,2025-02-26 06:10
ERP_SAL011692,ERP_VH011692,2023-03-12,795101,754806,Dealer Network,Fleet Buyer,18,0.053,0.09,Christina Mcgee,In-House Finance,2024-12-06 15:41
ERP_SAL011693,ERP_VH011693,2023-09-04,569773,677597,Online Auction,Fleet Buyer,36,-0.159,0.07,Amy Martin,Bank Finance,2024-11-29 02:47
ERP_SAL011694,ERP_VH011694,2025-03-23,410595,373709,Dealer Network,Private,31,0.099,0.01,Dr. Scott Cross,Bank Finance,2024-10-06 18:16
ERP_SAL011695,ERP_VH011695,2022-09-26,396612,371725,Retail Showroom,Private,60,0.067,0.07,Robert Alexander,Bank Finance,2025-06-09 16:53
ERP_SAL011696,ERP_VH011696,2024-06-09,674284,616505,Retail Showroom,Private,36,0.094,0.04,Jordan Mcmahon,Bank Finance,2024-11-21 13:09
ERP_SAL011697,ERP_VH011697,2023-07-25,228003,272828,Online Auction,Fleet Buyer,44,-0.164,0.0,Mary Kennedy,Bank Finance,2025-01-04 05:41
ERP_SAL011698,ERP_VH011698,2023-04-21,343188,313996,Retail Showroom,Private,86,0.093,0.04,John Brooks,Bank Finance,2024-11-07 17:22
ERP_SAL011699,ERP_VH011699,2024-07-08,592623,673746,Online Auction,Private,10,-0.12,0.01,Diana Kerr,In-House Finance,2024-07-30 14:06
ERP_SAL011700,ERP_VH011700,2024-03-20,292536,251192,Dealer Network,Fleet Buyer,11,0.165,0.04,David Crawford,Bank Finance,2024-12-14 10:15
ERP_SAL011701,ERP_VH011701,2024-07-02,377060,348974,Online Auction,Fleet Buyer,69,0.08,0.08,Tommy Osborne,Bank Finance,2024-08-02 10:21
ERP_SAL011702,ERP_VH011702,2022-08-19,345228,301440,Retail Showroom,Fleet Buyer,86,0.145,0.09,Scott Shaffer,In-House Finance,2025-05-04 21:41
ERP_SAL011703,ERP_VH011703,2024-06-28,622489,651354,Dealer Network,Fleet Buyer,42,-0.044,0.08,George Davis,Cash,2024-07-09 22:01
ERP_SAL011704,ERP_VH011704,2022-07-08,788754,682071,Online Auction,Dealer,88,0.156,0.02,Glenn Rodriguez,In-House Finance,2025-02-26 22:57
ERP_SAL011705,ERP_VH011705,2023-01-16,860530,799944,Online Auction,Fleet Buyer,80,0.076,0.09,Lisa Phillips,Bank Finance,2024-12-09 12:52
ERP_SAL011706,ERP_VH011706,2025-01-19,738782,652558,Dealer Network,Fleet Buyer,11,0.132,0.04,Timothy Kelly,Bank Finance,2024-07-27 21:15
ERP_SAL011707,ERP_VH011707,2024-09-09,713641,649920,Dealer Network,Private,36,0.098,0.03,David Coleman,In-House Finance,2024-11-25 22:50
ERP_SAL011708,ERP_VH011708,2025-01-27,622571,712746,Dealer Network,Private,85,-0.127,0.05,Debra Beard,Cash,2025-01-28 03:10
ERP_SAL011709,ERP_VH011709,2023-08-17,910388,781439,Online Auction,Private,58,0.165,0.05,Gerald Stone,Bank Finance,2025-06-27 09:36
ERP_SAL011710,ERP_VH011710,2022-08-05,611528,713256,Dealer Network,Private,21,-0.143,0.09,David Mendoza,Bank Finance,2024-10-18 20:29
ERP_SAL011711,ERP_VH011711,2024-08-07,574889,570492,Dealer Network,Private,51,0.008,0.04,Cynthia Nguyen,In-House Finance,2025-04-21 21:09
ERP_SAL011712,ERP_VH011712,2023-10-03,311184,265594,Online Auction,Fleet Buyer,64,0.172,0.06,Sergio Alexander,In-House Finance,2024-09-05 21:14
ERP_SAL011713,ERP_VH011713,2025-04-02,779464,785905,Dealer Network,Fleet Buyer,31,-0.008,0.1,Joshua Ross,Bank Finance,2025-01-29 11:38
ERP_SAL011714,ERP_VH011714,2023-03-13,251630,243669,Online Auction,Dealer,63,0.033,0.05,Matthew Clark,Cash,2025-05-06 19:23
ERP_SAL011715,ERP_VH011715,2023-06-10,420879,364515,Retail Showroom,Private,78,0.155,0.07,Mike Johnson,Cash,2024-10-12 16:05
ERP_SAL011716,ERP_VH011716,2023-04-25,539478,480894,Dealer Network,Fleet Buyer,48,0.122,0.01,Shannon Hinton,Bank Finance,2024-08-03 00:21
ERP_SAL011717,ERP_VH011717,2023-03-25,237839,231632,Retail Showroom,Private,89,0.027,0.07,David Farley,Cash,2024-12-01 04:06
ERP_SAL011718,ERP_VH011718,2023-12-27,295754,308208,Retail Showroom,Fleet Buyer,52,-0.04,0.02,Jasmine Harper,Bank Finance,2025-04-19 03:42
ERP_SAL011719,ERP_VH011719,2024-05-29,617641,651823,Online Auction,Private,55,-0.052,0.02,Alex Simmons,Cash,2024-10-15 02:21
ERP_SAL011720,ERP_VH011720,2023-04-26,429702,364960,Online Auction,Dealer,85,0.177,0.05,William Alvarado,Cash,2025-06-30 23:38
ERP_SAL011721,ERP_VH011721,2025-04-13,247354,219001,Retail Showroom,Fleet Buyer,79,0.129,0.04,Jose Taylor,Bank Finance,2025-04-29 22:12
ERP_SAL011722,ERP_VH011722,2025-04-26,525238,580068,Online Auction,Private,88,-0.095,0.05,Francisco Cain,Bank Finance,2024-12-29 21:55
ERP_SAL011723,ERP_VH011723,2022-12-06,599304,722291,Retail Showroom,Private,52,-0.17,0.06,Kimberly Patterson,Bank Finance,2025-04-14 04:09
ERP_SAL011724,ERP_VH011724,2022-10-13,672973,792545,Online Auction,Private,43,-0.151,0.02,Nicole Garcia,Bank Finance,2024-07-13 22:27
ERP_SAL011725,ERP_VH011725,2023-02-27,688965,674136,Retail Showroom,Private,68,0.022,0.03,Dr. Jennifer Pratt DVM,Bank Finance,2025-06-18 21:06
ERP_SAL011726,ERP_VH011726,2023-04-09,264278,227758,Retail Showroom,Fleet Buyer,7,0.16,0.01,John Kent,Cash,2024-09-17 16:29
ERP_SAL011727,ERP_VH011727,2025-02-04,436321,375688,Retail Showroom,Private,82,0.161,0.06,Katherine Lawson,Bank Finance,2025-02-07 10:52
ERP_SAL011728,ERP_VH011728,2024-04-07,840351,764212,Retail Showroom,Private,58,0.1,0.04,Jessica Summers,Cash,2025-05-28 03:44
ERP_SAL011729,ERP_VH011729,2025-03-11,350641,398603,Online Auction,Dealer,33,-0.12,0.07,Marcus Dennis,Bank Finance,2024-07-21 13:28
ERP_SAL011730,ERP_VH011730,2025-05-16,232505,281643,Online Auction,Private,14,-0.174,0.01,Katherine Burns,Bank Finance,2025-02-14 09:35
ERP_SAL011731,ERP_VH011731,2025-07-05,267219,309457,Dealer Network,Dealer,48,-0.136,0.01,Melissa Anderson,Bank Finance,2024-08-05 05:37
ERP_SAL011732,ERP_VH011732,2024-12-13,698334,751542,Dealer Network,Dealer,56,-0.071,0.09,Todd Trujillo,Cash,2025-01-04 20:40
ERP_SAL011733,ERP_VH011733,2024-09-14,698088,694763,Dealer Network,Fleet Buyer,22,0.005,0.09,Christopher Hamilton,Cash,2024-11-25 11:38
ERP_SAL011734,ERP_VH011734,2024-07-04,611640,611930,Online Auction,Fleet Buyer,37,-0.0,0.08,Kathy Michael MD,Bank Finance,2024-10-31 11:37
ERP_SAL011735,ERP_VH011735,2025-05-07,680070,724033,Online Auction,Private,33,-0.061,0.01,Haley Aguirre,Cash,2025-03-21 22:53
ERP_SAL011736,ERP_VH011736,2023-01-03,319461,311205,Dealer Network,Fleet Buyer,27,0.027,0.01,Mrs. Alexis Stewart PhD,Cash,2024-12-22 22:44
ERP_SAL011737,ERP_VH011737,2025-05-09,421059,354641,Dealer Network,Private,67,0.187,0.07,Stephanie Schwartz,In-House Finance,2025-06-04 18:53
ERP_SAL011738,ERP_VH011738,2022-09-20,191282,231886,Dealer Network,Private,72,-0.175,0.09,Michael Moore,Bank Finance,2025-04-29 03:11
ERP_SAL011739,ERP_VH011739,2023-11-22,470144,424758,Online Auction,Private,68,0.107,0.04,Jesse Johnson,Bank Finance,2025-01-02 10:14
ERP_SAL011740,ERP_VH011740,2025-02-05,305170,255736,Retail Showroom,Dealer,18,0.193,0.04,Brenda Harris,Bank Finance,2024-10-19 11:27
ERP_SAL011741,ERP_VH011741,2024-04-17,253948,224989,Online Auction,Private,25,0.129,0.08,Nathan Durham,Bank Finance,2025-05-29 15:38
ERP_SAL011742,ERP_VH011742,2024-01-21,465119,426280,Online Auction,Private,52,0.091,0.05,James Jones,Bank Finance,2024-07-26 17:57
ERP_SAL011743,ERP_VH011743,2024-02-14,166085,187956,Online Auction,Fleet Buyer,43,-0.116,0.06,Justin Fox,In-House Finance,2024-11-25 20:50
ERP_SAL011744,ERP_VH011744,2025-04-25,820311,725865,Dealer Network,Fleet Buyer,39,0.13,0.01,Kathryn Clark,In-House Finance,2024-10-12 15:29
ERP_SAL011745,ERP_VH011745,2022-08-04,423300,441345,Online Auction,Dealer,36,-0.041,0.08,Kenneth Jordan,Bank Finance,2024-10-14 12:25
ERP_SAL011746,ERP_VH011746,2023-01-07,839076,792089,Retail Showroom,Private,22,0.059,0.03,Rodney Padilla,Bank Finance,2025-06-29 00:19
ERP_SAL011747,ERP_VH011747,2024-11-08,290896,288236,Retail Showroom,Private,64,0.009,0.02,Tracy Baker,Cash,2024-07-31 19:30
ERP_SAL011748,ERP_VH011748,2023-08-22,488427,532363,Dealer Network,Fleet Buyer,33,-0.083,0.0,James Wolfe,In-House Finance,2024-12-26 03:33
ERP_SAL011749,ERP_VH011749,2023-08-11,208981,207692,Dealer Network,Private,7,0.006,0.02,Tiffany Dixon,Bank Finance,2025-01-05 13:34
ERP_SAL011750,ERP_VH011750,2023-06-12,128863,153830,Dealer Network,Fleet Buyer,54,-0.162,0.03,Tracy Yoder,Bank Finance,2024-09-22 13:58
ERP_SAL011751,ERP_VH011751,2023-02-10,278534,329023,Retail Showroom,Fleet Buyer,55,-0.153,0.01,Nathan Watkins,Cash,2024-11-16 10:12
ERP_SAL011752,ERP_VH011752,2024-04-13,733574,611863,Retail Showroom,Private,13,0.199,0.04,Jeffrey Pineda,Bank Finance,2024-09-16 19:15
ERP_SAL011753,ERP_VH011753,2022-07-06,616262,627439,Retail Showroom,Fleet Buyer,64,-0.018,0.06,Lauren Ball,Cash,2024-10-28 11:43
ERP_SAL011754,ERP_VH011754,2023-11-20,910577,772314,Online Auction,Fleet Buyer,41,0.179,0.02,Christopher Villegas,Bank Finance,2024-08-20 10:07
ERP_SAL011755,ERP_VH011755,2023-09-18,206263,240987,Dealer Network,Private,73,-0.144,0.01,Sharon Richardson,Bank Finance,2024-11-25 12:49
ERP_SAL011756,ERP_VH011756,2023-05-31,270194,260265,Dealer Network,Fleet Buyer,50,0.038,0.03,Timothy Carter,Cash,2024-12-13 06:03
ERP_SAL011757,ERP_VH011757,2024-01-14,500297,525110,Online Auction,Private,68,-0.047,0.03,Daniel Washington,In-House Finance,2025-05-12 02:55
ERP_SAL011758,ERP_VH011758,2022-09-19,240958,219559,Dealer Network,Private,88,0.097,0.06,Ashley Maldonado,Bank Finance,2024-10-19 16:50
ERP_SAL011759,ERP_VH011759,2024-05-19,177545,172687,Retail Showroom,Private,53,0.028,0.1,Marie Griffin,In-House Finance,2025-03-02 18:01
ERP_SAL011760,ERP_VH011760,2024-01-15,578972,546339,Retail Showroom,Fleet Buyer,34,0.06,0.06,Isaac Jarvis,Bank Finance,2025-06-23 04:30
ERP_SAL011761,ERP_VH011761,2023-12-31,389714,335153,Online Auction,Fleet Buyer,25,0.163,0.08,Philip Miller,Cash,2025-01-19 05:37
ERP_SAL011762,ERP_VH011762,2022-08-03,601067,657903,Online Auction,Fleet Buyer,31,-0.086,0.05,William Dixon,Cash,2025-02-05 05:33
ERP_SAL011763,ERP_VH011763,2023-10-27,226089,209424,Online Auction,Fleet Buyer,33,0.08,0.02,April Lewis,Bank Finance,2025-03-16 00:18
ERP_SAL011764,ERP_VH011764,2023-04-11,314639,355688,Retail Showroom,Private,46,-0.115,0.05,Taylor Higgins,Bank Finance,2025-05-04 11:15
ERP_SAL011765,ERP_VH011765,2023-10-22,208148,228284,Dealer Network,Private,68,-0.088,0.07,John Walker,In-House Finance,2025-02-11 11:16
ERP_SAL011766,ERP_VH011766,2022-08-19,484830,513484,Dealer Network,Private,49,-0.056,0.04,Christian Reeves,Bank Finance,2025-02-10 23:35
ERP_SAL011767,ERP_VH011767,2023-07-05,213299,205146,Retail Showroom,Fleet Buyer,76,0.04,0.01,Emily Berry MD,Bank Finance,2025-04-04 04:40
ERP_SAL011768,ERP_VH011768,2023-12-22,222353,263302,Dealer Network,Dealer,63,-0.156,0.08,Emily Gray,Bank Finance,2024-08-13 07:03
ERP_SAL011769,ERP_VH011769,2023-07-20,861336,764146,Online Auction,Private,53,0.127,0.04,Keith Martin,Bank Finance,2024-07-18 21:17
ERP_SAL011770,ERP_VH011770,2023-07-02,466075,445772,Online Auction,Fleet Buyer,62,0.046,0.06,Randall Pena,Bank Finance,2024-08-13 21:54
ERP_SAL011771,ERP_VH011771,2023-12-17,320351,372658,Online Auction,Private,49,-0.14,0.04,Jon Warren,Bank Finance,2025-03-28 08:51
ERP_SAL011772,ERP_VH011772,2023-10-17,598643,633654,Online Auction,Fleet Buyer,34,-0.055,0.03,Morgan Ross,Cash,2025-01-28 14:28
ERP_SAL011773,ERP_VH011773,2024-12-23,342896,364667,Online Auction,Fleet Buyer,29,-0.06,0.08,Dan Santiago,Bank Finance,2025-04-08 23:35
ERP_SAL011774,ERP_VH011774,2023-02-06,604819,732164,Retail Showroom,Dealer,66,-0.174,0.03,Miss Elizabeth Preston,Bank Finance,2025-03-15 14:25
ERP_SAL011775,ERP_VH011775,2023-11-04,242013,283306,Online Auction,Private,9,-0.146,0.05,Laura Taylor,Bank Finance,2024-10-16 13:47
ERP_SAL011776,ERP_VH011776,2025-05-09,785355,713808,Dealer Network,Fleet Buyer,26,0.1,0.09,Jenny Moran,Bank Finance,2024-12-29 18:33
ERP_SAL011777,ERP_VH011777,2022-10-09,736728,652809,Dealer Network,Fleet Buyer,78,0.129,0.04,James Rodriguez,In-House Finance,2025-05-02 08:29
ERP_SAL011778,ERP_VH011778,2023-04-12,715270,630126,Online Auction,Fleet Buyer,87,0.135,0.01,Melissa Valdez,Cash,2025-01-16 20:35
ERP_SAL011779,ERP_VH011779,2023-09-15,379170,390539,Dealer Network,Fleet Buyer,60,-0.029,0.1,Traci Davis,Cash,2025-02-07 12:13
ERP_SAL011780,ERP_VH011780,2022-07-26,345763,312235,Retail Showroom,Fleet Buyer,85,0.107,0.1,Stephanie Ferguson,Bank Finance,2024-07-16 23:32
ERP_SAL011781,ERP_VH011781,2024-03-16,603785,540375,Online Auction,Fleet Buyer,70,0.117,0.03,Joseph Garrison,Bank Finance,2024-09-02 10:41
ERP_SAL011782,ERP_VH011782,2025-01-12,699418,790306,Online Auction,Private,31,-0.115,0.0,Amy Wise,In-House Finance,2024-08-08 19:05
ERP_SAL011783,ERP_VH011783,2022-12-15,186491,166861,Dealer Network,Fleet Buyer,62,0.118,0.0,Terry Baker,In-House Finance,2025-05-18 23:12
ERP_SAL011784,ERP_VH011784,2023-12-26,651679,643532,Dealer Network,Dealer,85,0.013,0.06,William Young,Cash,2025-03-26 23:04
ERP_SAL011785,ERP_VH011785,2024-07-24,627030,678359,Online Auction,Fleet Buyer,77,-0.076,0.09,Ryan Porter,Bank Finance,2025-01-02 16:47
ERP_SAL011786,ERP_VH011786,2023-05-05,422811,433243,Online Auction,Fleet Buyer,20,-0.024,0.05,Bonnie West,Cash,2025-01-21 17:06
ERP_SAL011787,ERP_VH011787,2024-05-27,245106,285926,Dealer Network,Private,52,-0.143,0.01,Marcus Taylor,In-House Finance,2025-05-19 01:57
ERP_SAL011788,ERP_VH011788,2022-11-06,464815,509857,Online Auction,Fleet Buyer,43,-0.088,0.04,Gene Payne,Cash,2024-10-12 04:51
ERP_SAL011789,ERP_VH011789,2023-03-16,339275,314136,Online Auction,Fleet Buyer,16,0.08,0.05,Christopher Jones,Bank Finance,2025-04-07 12:53
ERP_SAL011790,ERP_VH011790,2022-07-30,699115,620842,Dealer Network,Private,13,0.126,0.02,Joseph Moore,Bank Finance,2025-02-04 06:39
ERP_SAL011791,ERP_VH011791,2022-07-29,410563,430491,Online Auction,Fleet Buyer,90,-0.046,0.0,Jennifer Soto,Cash,2025-04-18 12:00
ERP_SAL011792,ERP_VH011792,2025-04-09,575301,582328,Retail Showroom,Fleet Buyer,10,-0.012,0.08,Diane Cardenas,In-House Finance,2025-03-06 15:46
ERP_SAL011793,ERP_VH011793,2024-04-11,570801,515904,Dealer Network,Private,25,0.106,0.03,Michael Higgins,Bank Finance,2024-11-15 14:38
ERP_SAL011794,ERP_VH011794,2024-03-31,164240,194298,Online Auction,Private,8,-0.155,0.08,Robert Davis,Bank Finance,2025-06-17 15:35
ERP_SAL011795,ERP_VH011795,2024-02-03,352120,434648,Online Auction,Fleet Buyer,56,-0.19,0.03,Matthew Joyce,In-House Finance,2024-12-01 01:44
ERP_SAL011796,ERP_VH011796,2024-04-10,564451,668429,Dealer Network,Private,11,-0.156,0.04,Michelle Zamora,Cash,2024-09-26 21:20
ERP_SAL011797,ERP_VH011797,2025-02-09,165920,157624,Dealer Network,Private,90,0.053,0.1,Harold Allen,Cash,2024-10-03 07:19
ERP_SAL011798,ERP_VH011798,2023-02-11,139340,164510,Dealer Network,Fleet Buyer,44,-0.153,0.04,Craig Frazier,Cash,2025-01-08 01:09
ERP_SAL011799,ERP_VH011799,2025-04-24,291447,328610,Online Auction,Private,12,-0.113,0.04,David Johnson,In-House Finance,2024-12-18 22:33
ERP_SAL011800,ERP_VH011800,2025-01-12,598057,707043,Online Auction,Private,59,-0.154,0.06,Jacqueline Spence,Bank Finance,2025-04-05 08:45
ERP_SAL011801,ERP_VH011801,2024-08-07,369802,325858,Dealer Network,Dealer,50,0.135,0.07,Pamela Richardson,Bank Finance,2025-07-02 00:49
ERP_SAL011802,ERP_VH011802,2023-08-23,842338,776760,Retail Showroom,Private,81,0.084,0.01,Mr. Micheal Anderson,Bank Finance,2025-06-06 09:47
ERP_SAL011803,ERP_VH011803,2024-12-22,537209,555316,Online Auction,Fleet Buyer,84,-0.033,0.07,Thomas Palmer,Bank Finance,2025-02-14 17:16
ERP_SAL011804,ERP_VH011804,2022-09-16,723755,731222,Dealer Network,Private,27,-0.01,0.02,Catherine Wyatt,Bank Finance,2024-10-24 04:39
ERP_SAL011805,ERP_VH011805,2025-02-01,571111,520181,Online Auction,Fleet Buyer,55,0.098,0.06,Dawn Mitchell,Cash,2024-12-30 12:54
ERP_SAL011806,ERP_VH011806,2022-08-30,842905,723928,Retail Showroom,Private,77,0.164,0.05,Nicole Frazier,Bank Finance,2025-03-10 22:30
ERP_SAL011807,ERP_VH011807,2023-03-21,270998,269295,Dealer Network,Private,40,0.006,0.03,Kelly Mercado,Bank Finance,2025-06-10 07:19
ERP_SAL011808,ERP_VH011808,2023-02-15,235931,277997,Online Auction,Private,45,-0.151,0.07,Victoria Kelley,Bank Finance,2024-10-28 13:25
ERP_SAL011809,ERP_VH011809,2022-12-04,765175,752434,Retail Showroom,Fleet Buyer,44,0.017,0.09,Matthew Sullivan,Bank Finance,2025-04-07 15:55
ERP_SAL011810,ERP_VH011810,2025-05-14,425433,406060,Online Auction,Fleet Buyer,77,0.048,0.06,Barbara Schmidt,In-House Finance,2024-12-01 19:38
ERP_SAL011811,ERP_VH011811,2024-04-30,401141,413698,Online Auction,Fleet Buyer,28,-0.03,0.07,Jennifer Burke,In-House Finance,2025-04-07 15:32
ERP_SAL011812,ERP_VH011812,2023-01-05,194800,171063,Online Auction,Fleet Buyer,25,0.139,0.1,Christopher Fields,Bank Finance,2025-06-29 16:40
ERP_SAL011813,ERP_VH011813,2024-08-31,794019,695726,Dealer Network,Fleet Buyer,53,0.141,0.09,Lisa Strong,Bank Finance,2025-02-07 06:12
ERP_SAL011814,ERP_VH011814,2025-04-13,198715,172469,Dealer Network,Private,32,0.152,0.06,Nicholas Smith,In-House Finance,2024-11-06 15:47
ERP_SAL011815,ERP_VH011815,2024-09-23,749857,706951,Online Auction,Dealer,41,0.061,0.08,Taylor Parks,In-House Finance,2025-06-14 20:02
ERP_SAL011816,ERP_VH011816,2025-06-08,595518,718198,Online Auction,Fleet Buyer,72,-0.171,0.03,Jamie Silva,In-House Finance,2024-08-17 06:32
ERP_SAL011817,ERP_VH011817,2024-02-03,435736,428851,Online Auction,Private,38,0.016,0.07,Anthony Jenkins,Cash,2024-11-07 20:53
ERP_SAL011818,ERP_VH011818,2024-02-11,191152,198869,Online Auction,Private,17,-0.039,0.08,Joshua Lee,Bank Finance,2025-02-23 09:08
ERP_SAL011819,ERP_VH011819,2024-02-15,355579,310379,Dealer Network,Fleet Buyer,60,0.146,0.01,Patrick Ayala,Bank Finance,2024-08-03 10:20
ERP_SAL011820,ERP_VH011820,2024-02-16,699178,682612,Retail Showroom,Dealer,31,0.024,0.05,David Malone,Bank Finance,2024-10-13 05:27
ERP_SAL011821,ERP_VH011821,2024-07-11,177153,191285,Online Auction,Fleet Buyer,10,-0.074,0.01,Stephanie Fields,Bank Finance,2024-12-03 14:06
ERP_SAL011822,ERP_VH011822,2025-04-05,801703,702678,Dealer Network,Fleet Buyer,58,0.141,0.09,Raymond Ward,Cash,2024-09-26 18:26
ERP_SAL011823,ERP_VH011823,2024-01-21,298695,335190,Dealer Network,Fleet Buyer,71,-0.109,0.06,George Dawson,Bank Finance,2025-06-02 15:09
ERP_SAL011824,ERP_VH011824,2023-08-01,688757,765503,Online Auction,Private,28,-0.1,0.05,Benjamin Wood,In-House Finance,2024-12-09 00:37
ERP_SAL011825,ERP_VH011825,2025-02-17,535041,513210,Online Auction,Private,17,0.043,0.07,Cassandra Horne,In-House Finance,2025-06-06 16:27
ERP_SAL011826,ERP_VH011826,2024-01-24,866288,786643,Online Auction,Private,31,0.101,0.09,Thomas Carson,Bank Finance,2025-01-20 20:07
ERP_SAL011827,ERP_VH011827,2023-03-23,650851,726567,Dealer Network,Fleet Buyer,8,-0.104,0.02,Kathleen Osborn,In-House Finance,2025-05-09 06:37
ERP_SAL011828,ERP_VH011828,2024-01-31,353450,322511,Dealer Network,Private,76,0.096,0.08,Andres Robles,Bank Finance,2025-01-21 11:12
ERP_SAL011829,ERP_VH011829,2023-08-12,517466,523041,Retail Showroom,Private,88,-0.011,0.09,Chelsea Wallace,Bank Finance,2025-02-14 09:43
ERP_SAL011830,ERP_VH011830,2022-10-10,855681,799624,Online Auction,Private,34,0.07,0.07,Rachel Garza,Cash,2024-07-09 07:28
ERP_SAL011831,ERP_VH011831,2023-03-12,688812,721925,Dealer Network,Fleet Buyer,64,-0.046,0.08,Mark Shelton,Bank Finance,2024-12-14 09:29
ERP_SAL011832,ERP_VH011832,2023-09-24,512458,470229,Dealer Network,Fleet Buyer,42,0.09,0.01,Patricia Scott,Bank Finance,2025-01-13 09:17
ERP_SAL011833,ERP_VH011833,2024-03-20,560878,648217,Online Auction,Private,9,-0.135,0.05,Billy Jensen,Bank Finance,2025-04-10 16:01
ERP_SAL011834,ERP_VH011834,2025-01-31,410918,484131,Retail Showroom,Private,89,-0.151,0.06,Julie Barnes,Bank Finance,2024-10-18 00:10
ERP_SAL011835,ERP_VH011835,2024-08-29,158089,189825,Online Auction,Private,29,-0.167,0.06,Philip Richardson,Bank Finance,2024-07-30 22:35
